@relation data
@attribute Feature_0 numeric
@attribute Feature_1 numeric
@attribute Feature_2 numeric
@attribute Feature_3 numeric
@attribute Feature_4 numeric
@attribute Feature_5 numeric
@attribute Feature_6 numeric
@attribute Feature_7 numeric
@attribute Feature_8 numeric
@attribute Feature_9 numeric
@attribute Feature_10 numeric
@attribute Feature_11 numeric
@attribute Feature_12 numeric
@attribute Feature_13 numeric
@attribute Feature_14 numeric
@attribute class {0,1}
@data
1032.7,12.0,3.0,368.0,12.2367,4.0,5.0,5.0,10.0,15.0,25.0,60.0,73.0,106.0,147.0,0
1160.93,12.0,1.0,92.0,10.1608,2.0,3.0,4.0,9.0,16.0,22.0,60.0,71.0,105.0,145.0,0
1194.34,12.0,5.0,3006.0,10.9942,1.0,2.0,4.0,8.0,24.0,44.0,54.0,66.0,102.0,136.0,0
1646.37,11.0,2.0,3265.0,11.3534,1.0,5.0,12.0,19.0,36.0,40.0,51.0,66.0,98.0,134.0,0
1640.54,11.0,2.0,4763.0,12.3767,2.0,3.0,6.0,8.0,15.0,45.0,56.0,67.0,102.0,138.0,0
1708.83,10.0,1.0,131.0,10.1226,2.0,3.0,4.0,11.0,16.0,25.0,60.0,69.0,105.0,143.0,0
1854.07,11.0,1.0,99.0,10.4847,1.0,6.0,7.0,9.0,15.0,24.0,61.0,71.0,105.0,147.0,0
263.977,12.0,47.0,5846.0,14.6257,2.0,2.0,3.0,9.0,16.0,24.0,35.0,85.0,105.0,149.0,0
290.527,11.0,1.0,1013.0,10.7403,3.0,4.0,6.0,11.0,13.0,23.0,36.0,86.0,109.0,153.0,0
290.527,11.0,1.0,1139.0,0.0,4.0,5.0,5.0,10.0,15.0,25.0,60.0,74.0,106.0,147.0,0
553.169,12.0,1.0,1480.0,10.8571,3.0,4.0,4.0,10.0,16.0,27.0,45.0,83.0,104.0,149.0,0
553.169,12.0,1.0,3234.0,0.0,4.0,5.0,5.0,10.0,15.0,25.0,60.0,74.0,106.0,147.0,0
857.246,12.0,12.0,4548.0,13.4519,2.0,3.0,4.0,10.0,15.0,24.0,49.0,82.0,105.0,149.0,0
857.246,12.0,61.0,3208.0,0.0,4.0,5.0,5.0,10.0,15.0,25.0,60.0,74.0,106.0,147.0,0
1005.59,12.0,2.0,2750.0,13.068,1.0,3.0,7.0,10.0,13.0,20.0,34.0,89.0,110.0,156.0,0
1194.34,12.0,8.0,3892.0,12.0731,1.0,3.0,6.0,6.0,16.0,26.0,39.0,82.0,106.0,149.0,0
1314.37,12.0,23.0,3338.0,15.5953,2.0,3.0,6.0,8.0,16.0,23.0,35.0,85.0,107.0,152.0,0
1244.06,12.0,21.0,3300.0,14.1581,2.0,2.0,5.0,9.0,12.0,24.0,37.0,86.0,107.0,149.0,0
1266.32,11.0,5.0,4075.0,11.9522,4.0,4.0,5.0,8.0,13.0,20.0,42.0,78.0,110.0,157.0,0
1620.3,11.0,2.0,1477.0,11.9769,2.0,4.0,6.0,10.0,14.0,23.0,35.0,88.0,109.0,153.0,0
1815.03,12.0,4.0,3234.0,11.4099,2.0,4.0,4.0,10.0,15.0,27.0,43.0,82.0,104.0,149.0,0
582.366,12.0,31.0,3010.0,13.9617,1.0,1.0,2.0,7.0,10.0,19.0,42.0,65.0,113.0,161.0,0
517.115,10.0,1.0,36.0,10.1151,1.0,1.0,2.0,5.0,8.0,24.0,40.0,65.0,124.0,162.0,0
582.366,12.0,2.0,5002.0,0.0,4.0,4.0,5.0,8.0,13.0,20.0,42.0,78.0,110.0,157.0,0
842.178,12.0,1.0,766.0,11.6023,1.0,2.0,3.0,4.0,10.0,18.0,41.0,65.0,123.0,161.0,0
1043.75,12.0,23.0,4938.0,13.2049,4.0,4.0,5.0,8.0,13.0,21.0,41.0,79.0,110.0,158.0,0
1335.52,10.0,10.0,1885.0,12.5811,2.0,2.0,2.0,13.0,17.0,25.0,40.0,64.0,127.0,168.0,0
1506.67,12.0,3.0,2448.0,10.8432,1.0,2.0,3.0,4.0,10.0,25.0,41.0,64.0,124.0,162.0,0
1850.79,12.0,3.0,1508.0,12.6165,2.0,2.0,2.0,5.0,16.0,25.0,40.0,65.0,125.0,163.0,0
283.901,12.0,1.0,3274.0,11.0073,4.0,4.0,5.0,8.0,21.0,27.0,36.0,61.0,115.0,174.0,0
741.223,8.0,639.0,1366.0,0.0,2.0,2.0,2.0,13.0,17.0,25.0,40.0,64.0,127.0,168.0,0
777.579,5.0,1.0,177.0,11.707,10.0,10.0,11.0,15.0,21.0,27.0,38.0,62.0,130.0,170.0,0
807.084,2.0,1.0,98.0,11.4807,10.0,10.0,11.0,15.0,21.0,27.0,38.0,62.0,130.0,170.0,0
830.314,2.0,1.0,1.0,10.3911,10.0,10.0,11.0,15.0,21.0,27.0,38.0,61.0,130.0,170.0,0
831.787,2.0,1.0,1.0,10.3485,10.0,10.0,11.0,15.0,21.0,27.0,38.0,61.0,130.0,170.0,0
834.743,3.0,1.0,1.0,10.2536,9.0,10.0,11.0,15.0,21.0,27.0,38.0,61.0,130.0,170.0,0
851.187,5.0,1.0,1.0,10.1102,9.0,10.0,11.0,15.0,21.0,27.0,38.0,63.0,129.0,170.0,0
858.768,5.0,1.0,1.0,10.1322,9.0,10.0,11.0,15.0,21.0,27.0,38.0,64.0,130.0,170.0,0
863.349,6.0,1.0,1.0,10.0465,9.0,10.0,11.0,15.0,21.0,27.0,38.0,63.0,129.0,170.0,0
975.729,12.0,2.0,1002.0,10.5613,1.0,3.0,13.0,16.0,19.0,26.0,35.0,63.0,133.0,171.0,0
1124.46,12.0,12.0,894.0,16.0985,1.0,1.0,4.0,8.0,13.0,26.0,39.0,68.0,106.0,174.0,0
1416.0,12.0,5.0,4930.0,13.6869,2.0,2.0,6.0,17.0,18.0,27.0,36.0,60.0,123.0,174.0,0
1436.23,11.0,1.0,1591.0,12.3704,4.0,4.0,4.0,7.0,21.0,27.0,39.0,60.0,111.0,174.0,0
1512.03,12.0,5.0,3550.0,12.0261,3.0,3.0,4.0,6.0,12.0,28.0,39.0,67.0,107.0,174.0,0
1789.47,12.0,1.0,580.0,10.1967,4.0,4.0,5.0,8.0,21.0,27.0,36.0,61.0,115.0,175.0,0
1831.2,12.0,1.0,2070.0,12.146,6.0,11.0,12.0,13.0,19.0,26.0,38.0,62.0,132.0,170.0,0
1941.56,12.0,2.0,2910.0,10.9095,2.0,3.0,4.0,17.0,20.0,27.0,35.0,62.0,125.0,173.0,0
29.7326,10.0,1.0,71.0,10.4584,2.0,2.0,4.0,7.0,9.0,18.0,40.0,66.0,107.0,174.0,0
210.694,12.0,4.0,2966.0,10.8165,2.0,3.0,5.0,5.0,11.0,19.0,41.0,64.0,107.0,174.0,0
480.844,12.0,1.0,702.0,10.3796,1.0,2.0,3.0,6.0,11.0,21.0,40.0,69.0,104.0,182.0,0
688.018,12.0,1.0,3280.0,10.8766,4.0,4.0,5.0,8.0,10.0,18.0,40.0,70.0,104.0,182.0,0
1012.75,12.0,66.0,3924.0,17.5497,2.0,3.0,4.0,8.0,10.0,21.0,41.0,64.0,106.0,174.0,0
1547.29,12.0,96.0,3018.0,13.1742,3.0,3.0,4.0,6.0,12.0,28.0,39.0,67.0,107.0,174.0,0
1209.26,12.0,27.0,3424.0,12.7741,2.0,2.0,4.0,5.0,10.0,19.0,39.0,65.0,108.0,175.0,0
1252.92,11.0,3.0,5326.0,12.4901,1.0,2.0,2.0,5.0,10.0,20.0,39.0,66.0,108.0,181.0,0
1730.18,12.0,5.0,1522.0,12.3689,4.0,4.0,4.0,8.0,12.0,18.0,37.0,71.0,102.0,182.0,0
1724.05,12.0,2.0,602.0,13.1965,1.0,1.0,3.0,5.0,9.0,17.0,40.0,65.0,106.0,178.0,0
9.36931,10.0,170.0,560.0,12.951,2.0,2.0,3.0,10.0,12.0,18.0,39.0,70.0,100.0,182.0,0
3.05512,12.0,1.0,450.0,11.0597,8.0,11.0,12.0,14.0,16.0,25.0,42.0,60.0,102.0,167.0,0
394.904,12.0,13.0,404.0,16.9228,1.0,3.0,8.0,14.0,18.0,25.0,40.0,63.0,99.0,179.0,0
394.904,12.0,4.0,406.0,0.0,4.0,4.0,4.0,7.0,12.0,18.0,37.0,71.0,102.0,182.0,0
1071.89,12.0,68.0,4326.0,18.6721,1.0,2.0,3.0,12.0,19.0,27.0,41.0,59.0,98.0,179.0,0
1019.96,12.0,87.0,1904.0,0.0,4.0,4.0,4.0,7.0,12.0,18.0,37.0,71.0,102.0,182.0,0
1883.9,12.0,10.0,3280.0,12.3889,1.0,1.0,6.0,7.0,12.0,26.0,39.0,68.0,103.0,180.0,0
1152.72,12.0,7.0,6.0,12.1062,1.0,8.0,12.0,14.0,19.0,26.0,41.0,59.0,102.0,170.0,0
1506.67,12.0,3.0,3532.0,12.1416,2.0,2.0,3.0,10.0,12.0,18.0,39.0,70.0,100.0,182.0,0
1298.15,11.0,1.0,245.0,12.3881,1.0,2.0,4.0,7.0,17.0,26.0,39.0,61.0,101.0,179.0,0
1887.24,11.0,6.0,2418.0,12.2332,8.0,11.0,12.0,14.0,16.0,25.0,42.0,60.0,102.0,167.0,0
399.839,12.0,23.0,5094.0,14.8253,1.0,2.0,6.0,13.0,18.0,27.0,40.0,61.0,103.0,154.0,0
386.586,11.0,3.0,1400.0,12.5273,1.0,3.0,4.0,8.0,13.0,27.0,39.0,56.0,105.0,146.0,0
375.767,10.0,16.0,392.0,0.0,8.0,11.0,12.0,14.0,17.0,25.0,42.0,60.0,102.0,167.0,0
561.074,11.0,11.0,1079.0,13.8434,5.0,6.0,7.0,10.0,12.0,18.0,39.0,60.0,98.0,141.0,0
634.116,12.0,1.0,2798.0,0.0,8.0,11.0,12.0,14.0,17.0,25.0,42.0,60.0,102.0,167.0,0
652.368,11.0,3.0,1317.0,10.8007,2.0,2.0,4.0,6.0,17.0,28.0,39.0,58.0,104.0,149.0,0
1239.66,11.0,18.0,2105.0,13.1519,1.0,3.0,5.0,7.0,14.0,28.0,38.0,57.0,104.0,147.0,0
1423.56,11.0,70.0,5301.0,14.8213,10.0,10.0,12.0,14.0,17.0,25.0,41.0,61.0,103.0,165.0,0
1361.82,11.0,7.0,5254.0,12.7744,5.0,10.0,12.0,13.0,17.0,25.0,41.0,61.0,103.0,165.0,0
1403.5,11.0,29.0,3505.0,13.1359,1.0,2.0,5.0,10.0,14.0,26.0,41.0,56.0,103.0,144.0,0
1696.75,11.0,4.0,4851.0,12.1968,1.0,1.0,3.0,6.0,18.0,27.0,36.0,59.0,104.0,149.0,0
1705.81,12.0,4.0,258.0,15.1427,2.0,3.0,8.0,10.0,14.0,17.0,38.0,60.0,104.0,143.0,0
1880.56,12.0,1.0,3264.0,12.4088,2.0,3.0,5.0,6.0,13.0,29.0,39.0,58.0,104.0,148.0,0
1093.0,12.0,8244.0,30886.0,49.4379,3.0,3.0,4.0,6.0,9.0,19.0,31.0,60.0,91.0,129.0,0
51.4477,8.0,3035.0,810.0,0.0,5.0,6.0,7.0,10.0,12.0,18.0,39.0,60.0,98.0,141.0,0
274.001,11.0,117.0,8003.0,18.7229,1.0,1.0,6.0,8.0,10.0,15.0,31.0,61.0,90.0,127.0,0
386.586,10.0,1.0,1.0,10.0031,3.0,3.0,4.0,6.0,9.0,19.0,31.0,59.0,93.0,129.0,0
26.366,10.0,1943.0,417.0,16.5042,3.0,4.0,5.0,10.0,12.0,15.0,31.0,61.0,88.0,124.0,0
353.771,12.0,8.0,3794.0,11.9329,2.0,2.0,4.0,8.0,10.0,17.0,31.0,61.0,85.0,121.0,0
1498.68,11.0,24.0,2899.0,13.941,4.0,4.0,5.0,6.0,9.0,19.0,34.0,53.0,77.0,115.0,0
1386.19,12.0,68.0,3058.0,15.9069,1.0,1.0,1.0,3.0,9.0,18.0,30.0,54.0,83.0,117.0,0
1217.87,12.0,73.0,2058.0,0.0,3.0,4.0,5.0,10.0,12.0,15.0,31.0,61.0,88.0,124.0,0
1506.67,11.0,1.0,1.0,10.0349,2.0,2.0,2.0,5.0,9.0,19.0,30.0,54.0,85.0,119.0,0
1614.56,11.0,1.0,1301.0,10.9781,2.0,2.0,3.0,8.0,10.0,17.0,31.0,55.0,85.0,119.0,0
1754.9,12.0,9.0,6622.0,16.9329,2.0,4.0,5.0,7.0,12.0,14.0,31.0,62.0,87.0,123.0,0
1890.59,11.0,6.0,4988.0,12.301,2.0,2.0,4.0,5.0,9.0,19.0,29.0,52.0,85.0,119.0,0
210.694,12.0,1.0,760.0,10.3644,1.0,5.0,7.0,8.0,11.0,19.0,32.0,52.0,76.0,113.0,0
259.333,12.0,10.0,2808.0,10.9782,2.0,3.0,5.0,10.0,13.0,21.0,32.0,43.0,62.0,98.0,0
343.87,12.0,6.0,3846.0,11.7629,1.0,2.0,4.0,9.0,14.0,20.0,31.0,47.0,73.0,111.0,0
396.308,12.0,9.0,378.0,0.0,4.0,5.0,6.0,7.0,10.0,21.0,34.0,52.0,77.0,114.0,0
418.712,12.0,1.0,2786.0,13.9971,2.0,4.0,6.0,9.0,15.0,21.0,33.0,43.0,70.0,101.0,0
842.178,12.0,3.0,484.0,10.4341,1.0,5.0,6.0,9.0,13.0,22.0,33.0,43.0,69.0,99.0,0
742.539,12.0,3.0,660.0,13.1663,1.0,2.0,4.0,9.0,16.0,20.0,33.0,45.0,72.0,111.0,0
721.765,12.0,4.0,2754.0,0.0,4.0,5.0,6.0,7.0,10.0,21.0,34.0,52.0,77.0,114.0,0
1010.96,12.0,1.0,1148.0,10.0938,1.0,3.0,6.0,9.0,13.0,21.0,32.0,44.0,71.0,101.0,0
1094.94,12.0,1.0,2760.0,10.7696,1.0,3.0,6.0,9.0,13.0,20.0,32.0,50.0,76.0,113.0,0
1795.82,12.0,29.0,1996.0,15.2972,3.0,3.0,4.0,7.0,13.0,21.0,30.0,42.0,58.0,94.0,0
1138.5,12.0,44.0,4094.0,0.0,4.0,5.0,6.0,7.0,10.0,21.0,34.0,52.0,77.0,114.0,0
1504.0,12.0,27.0,1046.0,13.8237,2.0,3.0,6.0,9.0,14.0,22.0,31.0,43.0,60.0,98.0,0
1423.56,12.0,11.0,4040.0,12.5812,2.0,4.0,7.0,9.0,14.0,22.0,33.0,43.0,70.0,100.0,0
1623.18,11.0,13.0,4107.0,14.216,1.0,3.0,4.0,9.0,15.0,20.0,31.0,45.0,72.0,109.0,0
159.128,11.0,1.0,880.0,10.4798,4.0,4.0,5.0,8.0,11.0,14.0,23.0,32.0,50.0,86.0,0
299.425,12.0,1.0,990.0,10.0994,4.0,4.0,4.0,8.0,11.0,14.0,23.0,32.0,51.0,86.0,0
638.63,12.0,3.0,1638.0,11.2443,4.0,4.0,4.0,7.0,11.0,15.0,23.0,33.0,52.0,87.0,0
630.751,12.0,3.0,232.0,0.0,3.0,3.0,3.0,7.0,12.0,21.0,30.0,40.0,58.0,94.0,0
874.133,12.0,3.0,1376.0,10.9123,1.0,2.0,3.0,6.0,12.0,22.0,30.0,39.0,56.0,93.0,0
904.089,12.0,1.0,556.0,10.2241,1.0,2.0,3.0,7.0,12.0,19.0,26.0,35.0,54.0,90.0,0
1490.73,12.0,39.0,1708.0,15.6433,3.0,3.0,3.0,7.0,12.0,21.0,30.0,40.0,58.0,94.0,0
1634.73,12.0,5.0,3962.0,12.4345,4.0,4.0,5.0,8.0,11.0,14.0,23.0,32.0,50.0,86.0,0
1850.79,11.0,25.0,7687.0,17.3292,2.0,3.0,4.0,4.0,8.0,11.0,19.0,30.0,44.0,84.0,0
1972.79,12.0,3.0,1042.0,10.4209,3.0,4.0,4.0,7.0,8.0,11.0,20.0,30.0,45.0,85.0,0
57.765,12.0,2.0,1852.0,11.397,12.0,19.0,19.0,23.0,28.0,29.0,32.0,39.0,53.0,67.0,0
1345.02,12.0,583.0,5454.0,34.4858,4.0,11.0,23.0,24.0,25.0,29.0,32.0,39.0,53.0,67.0,0
1241.86,7.0,75.0,58.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,29.0,32.0,42.0,67.0,0
277.427,11.0,298.0,5788.0,15.6912,2.0,4.0,6.0,10.0,26.0,28.0,32.0,39.0,55.0,67.0,0
232.307,11.0,438.0,4897.0,19.5978,4.0,5.0,10.0,22.0,26.0,29.0,32.0,39.0,53.0,67.0,0
140.254,11.0,76.0,232.0,0.0,4.0,11.0,23.0,24.0,25.0,29.0,32.0,39.0,53.0,67.0,0
1897.31,12.0,1323.0,3226.0,38.6029,4.0,11.0,23.0,24.0,25.0,29.0,32.0,39.0,53.0,67.0,0
549.259,8.0,72.0,292.0,0.0,4.0,11.0,23.0,24.0,25.0,29.0,32.0,39.0,53.0,67.0,0
1085.28,11.0,31.0,6363.0,16.6826,4.0,4.0,10.0,25.0,26.0,29.0,32.0,39.0,53.0,67.0,0
14.957,10.0,2.0,392.0,10.617,2.0,2.0,2.0,2.0,3.0,7.0,35.0,53.0,67.0,67.0,0
73.2487,12.0,1.0,4.0,10.013,2.0,3.0,3.0,8.0,11.0,22.0,28.0,35.0,40.0,88.0,0
224.203,12.0,2.0,1256.0,12.8455,1.0,2.0,8.0,9.0,13.0,19.0,25.0,33.0,39.0,88.0,0
277.427,12.0,1.0,1278.0,10.4043,2.0,2.0,3.0,8.0,10.0,22.0,28.0,35.0,40.0,88.0,0
25.1235,10.0,1.0,53.0,10.0647,4.0,4.0,4.0,10.0,12.0,14.0,23.0,28.0,38.0,92.0,0
37.6269,9.0,1.0,158.0,10.1357,4.0,4.0,4.0,10.0,12.0,14.0,23.0,28.0,38.0,92.0,0
260.255,8.0,44.0,1905.0,12.0889,4.0,4.0,4.0,10.0,13.0,14.0,23.0,28.0,38.0,91.0,0
98.9214,12.0,1974.0,9120.0,19.8571,7.0,7.0,7.0,11.0,11.0,19.0,21.0,30.0,62.0,90.0,0
68.2965,6.0,1858.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,8.0,12.0,21.0,66.0,95.0,0
137.781,5.0,65.0,368.0,12.5094,7.0,7.0,7.0,11.0,11.0,19.0,21.0,30.0,62.0,90.0,0
128.315,4.0,1.0,1.0,10.0256,7.0,7.0,7.0,11.0,11.0,19.0,21.0,30.0,62.0,90.0,0
137.536,4.0,6.0,1.0,10.2019,7.0,7.0,7.0,11.0,11.0,19.0,21.0,30.0,62.0,90.0,0
137.781,5.0,4.0,1.0,10.1022,7.0,7.0,7.0,11.0,11.0,19.0,21.0,30.0,62.0,90.0,0
137.292,4.0,1.0,5.0,10.4064,7.0,7.0,7.0,11.0,11.0,19.0,21.0,30.0,62.0,90.0,0
148.732,5.0,1.0,1.0,10.0027,7.0,7.0,7.0,11.0,11.0,18.0,21.0,30.0,62.0,90.0,0
1467.12,12.0,3.0,482.0,10.8838,4.0,4.0,4.0,11.0,11.0,18.0,21.0,37.0,62.0,87.0,0
5.59455,10.0,19.0,1582.0,12.3725,4.0,4.0,4.0,11.0,11.0,18.0,21.0,37.0,62.0,87.0,0
7.56274,9.0,12.0,965.0,11.3447,7.0,7.0,7.0,7.0,9.0,19.0,27.0,61.0,62.0,76.0,0
24.9778,11.0,1.0,914.0,10.5003,7.0,7.0,7.0,7.0,7.0,20.0,25.0,61.0,62.0,76.0,0
60.6485,5.0,12.0,17.0,10.9686,7.0,7.0,7.0,7.0,7.0,20.0,25.0,61.0,62.0,76.0,0
60.6485,5.0,119.0,30.0,0.0,4.0,4.0,4.0,11.0,11.0,18.0,21.0,37.0,62.0,87.0,0
71.0484,5.0,53.0,36.0,12.54,7.0,7.0,7.0,7.0,7.0,20.0,25.0,61.0,62.0,76.0,0
65.1779,4.0,1.0,3.0,10.0608,7.0,7.0,7.0,7.0,7.0,20.0,25.0,61.0,62.0,76.0,0
75.2454,4.0,2.0,3.0,10.2639,7.0,7.0,7.0,7.0,7.0,20.0,25.0,61.0,62.0,76.0,0
76.7434,5.0,4.0,32.0,11.0863,7.0,7.0,7.0,7.0,7.0,20.0,25.0,61.0,62.0,76.0,0
638.63,11.0,146.0,1981.0,14.6551,4.0,4.0,4.0,11.0,11.0,18.0,21.0,37.0,62.0,87.0,0
53.0578,12.0,2.0,1146.0,10.5281,4.0,4.0,4.0,5.0,16.0,18.0,49.0,61.0,62.0,67.0,0
115.725,5.0,1.0,2.0,10.8758,7.0,7.0,11.0,12.0,16.0,40.0,43.0,54.0,62.0,62.0,0
115.725,5.0,4.0,39.0,0.0,2.0,2.0,2.0,2.0,3.0,14.0,36.0,62.0,62.0,76.0,0
116.345,12.0,1.0,518.0,10.6306,7.0,7.0,11.0,12.0,16.0,40.0,43.0,54.0,62.0,62.0,0
117.177,4.0,1.0,11.0,10.3911,7.0,7.0,11.0,12.0,16.0,40.0,43.0,54.0,62.0,62.0,0
163.427,7.0,4.0,328.0,10.2882,4.0,4.0,4.0,5.0,16.0,18.0,49.0,61.0,62.0,67.0,0
208.831,7.0,1.0,5.0,10.1242,4.0,4.0,4.0,5.0,16.0,18.0,49.0,61.0,62.0,67.0,0
1541.81,12.0,195.0,2468.0,16.6033,7.0,7.0,11.0,12.0,16.0,40.0,43.0,54.0,62.0,62.0,0
1498.68,6.0,43.0,510.0,0.0,2.0,2.0,2.0,2.0,3.0,14.0,36.0,62.0,62.0,76.0,0
23.6975,3.0,1.0,1.0,10.0723,23.0,23.0,24.0,24.0,25.0,32.0,41.0,50.0,62.0,62.0,0
28.517,3.0,5.0,5.0,10.4879,23.0,23.0,24.0,24.0,25.0,32.0,41.0,50.0,62.0,62.0,0
28.4087,4.0,1.0,10.0,0.0,7.0,7.0,11.0,12.0,16.0,40.0,43.0,54.0,62.0,62.0,0
46.7216,12.0,134.0,6590.0,14.8725,23.0,23.0,24.0,24.0,25.0,32.0,41.0,50.0,62.0,62.0,0
46.4668,3.0,1.0,2.0,10.1537,23.0,23.0,24.0,24.0,25.0,32.0,41.0,50.0,62.0,62.0,0
47.5805,2.0,1.0,2.0,10.7641,23.0,23.0,24.0,24.0,25.0,32.0,41.0,50.0,62.0,62.0,0
47.5805,2.0,127.0,3.0,0.0,7.0,7.0,11.0,12.0,16.0,40.0,43.0,54.0,62.0,62.0,0
48.5426,2.0,1.0,1.0,10.2074,23.0,23.0,24.0,24.0,25.0,32.0,41.0,50.0,62.0,62.0,0
48.5426,2.0,1.0,1.0,10.1091,23.0,23.0,24.0,24.0,25.0,32.0,41.0,50.0,62.0,62.0,0
49.6132,2.0,3.0,13.0,10.5041,23.0,23.0,24.0,24.0,25.0,34.0,41.0,50.0,62.0,62.0,0
48.897,3.0,1.0,4.0,10.7532,23.0,23.0,24.0,24.0,25.0,32.0,41.0,50.0,62.0,62.0,0
49.2538,2.0,1.0,1.0,10.067,23.0,23.0,24.0,24.0,25.0,33.0,41.0,50.0,62.0,62.0,0
49.5231,3.0,2.0,3.0,10.5162,23.0,23.0,24.0,24.0,25.0,32.0,41.0,50.0,62.0,62.0,0
49.6132,2.0,1.0,1.0,10.0687,23.0,23.0,24.0,24.0,25.0,34.0,41.0,50.0,62.0,62.0,0
49.7938,2.0,1.0,1.0,10.2654,23.0,23.0,24.0,24.0,25.0,33.0,41.0,50.0,62.0,62.0,0
49.7938,2.0,1.0,1.0,10.3268,23.0,23.0,24.0,24.0,25.0,32.0,41.0,50.0,62.0,62.0,0
53.4436,3.0,2.0,1.0,10.0619,23.0,23.0,24.0,24.0,25.0,33.0,41.0,50.0,62.0,62.0,0
50.5225,3.0,3.0,5.0,11.4195,23.0,23.0,24.0,24.0,25.0,32.0,41.0,50.0,62.0,62.0,0
50.7063,3.0,1.0,2.0,11.3676,23.0,23.0,24.0,24.0,25.0,32.0,41.0,50.0,62.0,62.0,0
51.8223,3.0,5.0,2.0,11.2956,23.0,23.0,24.0,24.0,25.0,33.0,41.0,50.0,62.0,62.0,0
51.8223,3.0,1.0,1.0,10.2439,23.0,23.0,24.0,24.0,25.0,34.0,41.0,50.0,62.0,62.0,0
53.4436,3.0,1.0,4.0,10.2035,23.0,23.0,24.0,24.0,25.0,33.0,41.0,50.0,62.0,62.0,0
54.9145,2.0,4.0,3.0,10.6478,23.0,23.0,24.0,24.0,25.0,34.0,41.0,50.0,62.0,62.0,0
54.5185,2.0,1.0,1.0,10.0258,23.0,23.0,24.0,24.0,25.0,34.0,41.0,50.0,62.0,62.0,0
58.6052,2.0,1.0,1.0,10.5696,23.0,23.0,24.0,24.0,25.0,34.0,41.0,50.0,62.0,62.0,0
1890.59,6.0,58.0,40.0,13.0511,1.0,1.0,24.0,24.0,24.0,37.0,41.0,50.0,62.0,62.0,0
1805.4,5.0,24.0,5.0,0.0,7.0,7.0,11.0,12.0,16.0,40.0,43.0,54.0,62.0,62.0,0
824.444,10.0,948.0,1893.0,132.474,10.0,10.0,11.0,15.0,21.0,27.0,38.0,62.0,130.0,170.0,1
662.864,12.0,1.0,218.0,10.4636,1.0,1.0,2.0,5.0,7.0,11.0,20.0,30.0,41.0,59.0,0
106.048,12.0,1.0,620.0,10.4635,2.0,3.0,3.0,3.0,4.0,8.0,12.0,18.0,33.0,58.0,0
4.15321,6.0,1.0,13.0,10.3726,4.0,4.0,4.0,7.0,8.0,8.0,14.0,29.0,35.0,64.0,0
2.30481,12.0,1.0,308.0,10.6336,3.0,3.0,7.0,7.0,13.0,15.0,18.0,30.0,45.0,69.0,0
4.09018,12.0,57.0,19266.0,15.5596,4.0,4.0,7.0,8.0,11.0,16.0,17.0,29.0,46.0,67.0,0
42.4085,12.0,24.0,3284.0,14.3457,4.0,4.0,7.0,8.0,11.0,16.0,17.0,29.0,47.0,67.0,0
58.3941,12.0,4.0,20.0,11.1909,3.0,3.0,5.0,8.0,11.0,14.0,18.0,31.0,45.0,69.0,0
57.1424,12.0,2.0,1510.0,0.0,1.0,2.0,2.0,3.0,5.0,12.0,24.0,27.0,43.0,61.0,0
148.997,12.0,13.0,3966.0,14.1175,4.0,4.0,6.0,8.0,11.0,16.0,17.0,29.0,47.0,67.0,0
504.432,12.0,4.0,2608.0,11.062,4.0,4.0,6.0,8.0,11.0,16.0,17.0,29.0,47.0,67.0,0
431.531,12.0,4.0,6036.0,14.0298,1.0,1.0,3.0,7.0,12.0,16.0,18.0,27.0,49.0,66.0,0
485.988,12.0,1.0,1212.0,10.3305,3.0,3.0,7.0,8.0,12.0,14.0,18.0,30.0,45.0,69.0,0
2.60765,12.0,14.0,3278.0,13.5025,1.0,3.0,3.0,5.0,10.0,12.0,19.0,31.0,45.0,72.0,0
527.303,9.0,426.0,118.0,0.0,1.0,1.0,1.0,2.0,2.0,5.0,21.0,35.0,46.0,69.0,0
2.8512,12.0,27.0,3488.0,13.0941,4.0,4.0,6.0,7.0,9.0,16.0,18.0,25.0,46.0,71.0,0
136.318,12.0,187.0,4816.0,15.0249,4.0,5.0,5.0,7.0,9.0,16.0,19.0,25.0,45.0,72.0,0
147.678,12.0,3.0,590.0,0.0,1.0,2.0,3.0,5.0,10.0,11.0,19.0,27.0,45.0,72.0,0
204.065,12.0,6.0,3290.0,12.4266,3.0,5.0,5.0,6.0,7.0,12.0,19.0,22.0,46.0,73.0,0
5.00544,5.0,1.0,2.0,0.0,4.0,4.0,5.0,6.0,6.0,12.0,19.0,22.0,47.0,73.0,0
271.099,12.0,9.0,3366.0,11.7638,2.0,4.0,5.0,5.0,6.0,9.0,14.0,22.0,45.0,64.0,0
1167.12,12.0,1.0,654.0,10.5044,1.0,3.0,4.0,5.0,6.0,8.0,15.0,22.0,46.0,65.0,0
2.66842,12.0,1.0,162.0,10.4675,2.0,2.0,4.0,6.0,8.0,11.0,17.0,26.0,32.0,53.0,0
267.277,12.0,1.0,4426.0,12.2877,2.0,2.0,4.0,5.0,9.0,10.0,16.0,26.0,31.0,53.0,0
1786.3,12.0,1.0,1128.0,10.5779,2.0,2.0,3.0,4.0,5.0,12.0,17.0,24.0,40.0,58.0,0
